UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type
313,L35470,L,297.3318310015904,309.81027527328473,1325,38.47926232156099,90,0,No Failure
314,L52918,M,298.07644993984974,307.97891124144144,1612,35.0813694766949,140,0,No Failure
315,L49298,H,298.64019836483465,309.4093903185008,1698,42.31371358352151,32,0,No Failure
316,L90219,M,300.5935144050239,306.69675255267987,1624,24.77035584459194,132,1,Overstrain Failure
317,M76040,M,298.39203688696375,307.5744643706285,1241,43.57863169528405,217,0,No Failure
318,H38016,M,297.55780365561384,309.58102072377096,1297,40.59738170487857,76,1,Heat Dissipation Failure
319,L43591,H,297.36468342806967,306.9415919023606,1648,38.88592150140159,154,0,No Failure
320,L77641,M,298.09396473813706,309.66820469136275,1230,41.21151137331924,120,0,No Failure
321,L32700,M,296.78595284553904,307.20742386350724,1357,33.13221804033935,127,0,No Failure
322,L30559,L,298.1933135847235,307.66750622741233,1311,27.935036559620585,77,0,No Failure
323,M71642,H,298.07197046731295,310.65524388102335,1601,42.342875349769805,151,0,No Failure
324,L40354,M,300.6122904229662,307.49627153425064,1446,46.58273086092345,66,0,No Failure
325,L81726,H,298.0245982921136,308.3680187041259,1321,31.302990140316314,238,0,No Failure
326,L62528,M,295.2632677584267,309.0746546337826,1472,34.737599615017935,114,0,No Failure
327,M62638,M,302.1602664555947,308.489762974508,1493,43.76162446513718,62,0,No Failure
328,L78866,M,299.5852505967341,308.53258002333433,1597,41.79444879973426,112,0,No Failure
329,H34504,L,301.27352311614334,308.0651903840274,1670,54.81554228153354,93,0,No Failure
330,H88859,L,296.41402001952326,306.1966411864755,1672,45.37828734412949,226,0,No Failure
331,M20975,L,297.81725982811554,308.6724339951496,1406,44.177122359465244,47,0,No Failure
332,M33959,H,299.16160186224147,307.0512973144825,1309,36.18105650002559,190,0,No Failure
333,L39703,H,298.9545870584267,309.3136508261047,1639,42.624028981953415,205,0,No Failure
334,M56427,L,298.6104065610393,310.2080921359245,1477,47.47706831237685,11,0,No Failure
335,M94665,H,294.85058392224914,305.44166410787443,1650,39.17804617463547,155,0,No Failure
336,M43307,M,295.5813408136535,310.21071174114064,1255,39.41392713131434,171,1,Tool Wear Failure
337,L14835,M,300.4262801635958,307.5334133121994,1574,40.706767633034666,220,0,No Failure
338,H57605,M,300.69299429930453,307.9535761667233,1602,36.67750659263883,170,0,No Failure
339,H48088,L,297.9900230628454,306.7814188212314,1256,41.34481757061657,144,0,No Failure
340,L65284,H,300.23564121160956,308.4327015935994,1627,41.21986069137841,39,0,No Failure
341,L45547,L,296.615158350785,308.25022232476607,1681,47.399932065903286,176,0,No Failure
342,L37532,H,296.958360919797,309.76538423793926,1490,39.053037787446485,84,0,No Failure
343,M55445,M,296.49657951720525,307.0379100850546,1313,43.373642730317535,56,0,No Failure
344,M66178,L,296.875120681467,310.64120360290684,1580,39.20217359003974,86,0,No Failure
345,L60990,H,299.2340440142839,309.1470711294633,1584,43.19879720891122,83,0,No Failure
346,L75545,H,296.8564714404048,308.2864534651631,1507,38.74970772104051,191,0,No Failure
347,M33793,M,301.50961455989176,307.87882345415676,1540,42.867364934726034,202,0,No Failure
348,H47892,L,298.8401059095211,307.6901458292992,1676,43.64117914544224,184,0,No Failure
349,H11015,L,299.7767905697426,307.78798433839023,1397,34.666719334710955,120,0,No Failure
350,L71813,L,298.8849108742001,308.4026029354032,1620,45.511877103353,225,0,No Failure
351,L18415,M,299.97140447568887,307.83650005895936,1520,39.16761306525989,201,0,No Failure
352,H72292,L,296.84800000069214,307.1892058152387,1378,37.651016526869256,73,0,No Failure
353,M14158,M,300.32040030729934,308.411688942255,1584,36.44995944164989,106,1,Power Failure
354,L30309,M,298.36140832838714,306.89556782191187,1418,41.491001390491206,123,0,No Failure
355,H82474,M,299.9638991664531,308.6337003515026,1476,39.97689155548239,197,0,No Failure
356,L56540,H,295.9906539199357,307.8153994467789,1636,41.85403592770843,99,0,No Failure
357,L28017,L,298.4208748099125,309.19509636384777,1215,41.9511039215924,215,0,No Failure
358,L18702,L,298.3678580751725,309.6336113160432,1691,43.042923226750894,203,0,No Failure
359,L10404,M,297.22114530253083,309.6330208405171,1578,53.881420580765294,42,0,No Failure
360,H39189,M,298.6196782446209,308.62715758407893,1260,40.19845878665925,118,1,Heat Dissipation Failure
361,L70100,L,300.45941027200223,308.8022468311502,1253,36.32713306713713,22,0,No Failure
362,H19860,M,297.1057714615553,307.6658734608223,1367,29.900933338308832,154,0,No Failure
363,M90642,L,299.5927815343074,309.166459532725,1225,34.02341600904707,185,0,No Failure
364,L33574,H,296.4588654157802,309.3357520409926,1535,46.176743253764556,248,0,No Failure
365,L79172,M,301.3141668919637,305.7990062697132,1675,43.599622533865535,236,0,No Failure
366,L14809,L,299.32690047765504,308.71752079341087,1264,33.25006976742503,36,0,No Failure
367,M63330,M,300.73767599838783,310.20219471156327,1299,52.3210622049961,133,0,No Failure
368,L66397,L,299.15809077864066,307.6155645580928,1273,41.63382238830754,64,0,No Failure
369,L48765,L,298.735919766594,307.28817953579915,1391,42.301583599401695,133,0,No Failure
370,L55106,M,299.33939941072884,307.5202048083705,1370,51.2211258996804,177,1,Tool Wear Failure
371,L27100,H,297.9453288049687,305.8926860107563,1472,48.69727860414106,21,0,No Failure
372,M80080,L,295.7232491416625,308.33897593167336,1576,43.9056873791608,104,0,No Failure
373,L55543,L,298.82109901970017,308.1949481601458,1386,44.14606970413128,87,0,No Failure
374,M46187,L,297.01674499810036,308.4455402493159,1222,44.613925480854334,152,0,No Failure
375,H17239,H,296.4975071269309,308.7739649318267,1590,38.79516434143992,124,1,Heat Dissipation Failure
376,H24489,H,299.10443975265787,306.95300989672774,1627,41.433964487720985,78,0,No Failure
377,M68017,M,297.73133728765043,308.55979879853305,1380,42.87160247037356,89,0,No Failure
378,M53125,H,299.6915566099085,308.81479798987357,1526,39.36608702810794,199,0,No Failure
379,H42049,M,296.9665888468614,307.41741240377445,1307,35.17290245142223,50,0,No Failure
380,L83963,M,297.4437565352292,308.78017699737796,1534,38.66934799345666,215,1,Power Failure
381,L34285,H,299.8754440394521,308.2710599395801,1361,35.060336960470394,175,0,No Failure
382,H52808,M,298.5697639914964,307.2032153458349,1501,40.32186285436115,101,0,No Failure
383,L63871,H,295.9340079386408,308.5741830447255,1692,31.097714239967434,197,0,No Failure
384,H29758,M,298.53664132429014,307.7139338849702,1651,41.70519255253774,245,1,Overstrain Failure
385,H54238,H,300.37185782288316,309.19559791102154,1405,31.843627522159174,226,0,No Failure
386,L49764,H,297.4321338330678,307.7912504298964,1277,37.98263470003498,105,0,No Failure
387,M47441,M,299.04708654467936,306.2153516273524,1215,42.52050537240423,192,0,No Failure
388,H63682,L,296.8759196272661,308.55048047829143,1526,43.95573355756265,59,0,No Failure
389,H91317,M,297.94482508754584,308.49410487174714,1295,43.36179604441751,45,0,No Failure
390,M16949,H,299.78475330467563,306.5282943308035,1346,41.5986695723694,35,0,No Failure
391,M65393,L,298.47884750163246,309.27580417315295,1201,34.40363342376254,185,0,No Failure
392,M16941,M,300.0839047940734,309.1973312542032,1209,44.903041774333786,203,0,No Failure
393,H33386,M,298.7879536063418,306.8450297112876,1633,34.517993177474445,165,0,No Failure
394,H71886,M,301.47810951580124,307.1605605484101,1324,45.47287910227163,10,0,No Failure
395,M93251,L,295.80262994617107,307.9369885804557,1280,43.13852378740852,11,0,No Failure
396,L63413,H,297.8242099749085,307.0117218034435,1684,46.794507573697686,169,0,No Failure
397,L52318,M,296.5231993100619,309.1105957773675,1339,40.12434242008148,241,1,Tool Wear Failure
398,M80390,M,296.6256262383126,308.37345792399077,1525,35.906179463944895,38,0,No Failure
399,M53088,M,296.6392244592909,306.5096642811676,1349,33.53673737920375,198,0,No Failure
400,L49811,M,298.40158873307684,306.91629363072605,1487,34.09210332713537,138,0,No Failure
401,M65479,M,298.48945140223276,309.9315787657496,1560,31.816126256964935,35,0,No Failure
402,L97369,H,298.79118388749265,310.4533435668731,1539,44.710014584682824,51,0,No Failure
403,L29963,H,296.4654091597831,308.95809346407873,1328,45.337084765162,30,0,No Failure
404,L83477,M,297.6636627715025,307.8330871172745,1637,42.76849962628424,32,0,No Failure
405,L15569,L,296.7035580403654,307.49005563139013,1438,39.83479543963361,140,1,Heat Dissipation Failure
406,L46586,H,299.5538223344075,308.9745491274665,1257,50.30479718231256,145,0,No Failure
407,H22015,L,296.8445986747285,308.26388080138923,1397,39.50925758517996,168,0,No Failure
408,H16254,H,297.82943177200616,305.7348928288784,1410,41.104584040719466,57,0,No Failure
409,L34214,M,298.99045966198463,309.6978019738022,1601,39.7607424333544,183,0,No Failure
410,H90719,H,297.2265569882536,310.1687049010443,1589,38.30845966768276,151,0,No Failure
411,H16090,M,299.190817667471,309.2558787994148,1244,43.15487244915549,200,0,No Failure
412,M32415,H,300.5441196032997,306.51258320805766,1296,36.832516553977385,127,0,No Failure
413,L93807,M,298.4345675930883,307.19476032541496,1478,36.4971108674268,30,0,No Failure
414,H43434,M,299.5024163718526,305.36342020796343,1222,43.407346927046774,54,1,Random Failures
415,L85697,M,295.0398686665954,310.5440727370933,1609,37.511958167188304,232,0,No Failure
416,L21314,M,297.5064221097282,307.6148921551114,1660,40.6674101403759,9,0,No Failure
417,H67108,L,298.42735122539347,311.64993398247464,1590,38.293359401182364,187,0,No Failure
418,L97505,M,296.5705523823995,311.0828450463616,1534,39.94224350886676,129,0,No Failure
419,M46668,L,298.4614740031061,306.79486037544655,1243,36.63355440766688,229,0,No Failure
420,M89252,L,299.7399108340887,307.08759839089544,1226,36.797056236254534,14,0,No Failure
421,M26907,M,295.3306590579849,308.84928551352067,1481,35.90133939094858,2,1,Overstrain Failure
422,M61745,L,296.3663907012942,305.51818684420056,1296,44.21665054930726,42,1,Tool Wear Failure
423,L91818,H,298.42721990614626,307.4926113239321,1662,40.85942417125665,158,0,No Failure
424,L33321,M,298.84062959416,307.3427614981899,1235,44.59275411896832,197,0,No Failure
425,L32574,L,299.25712056236443,310.92674891292006,1308,45.12693282271981,66,0,No Failure
426,L53221,M,298.31633421833163,308.39152682825664,1254,37.70042836432163,55,0,No Failure
427,H65645,M,298.8422686075237,307.72284953369416,1391,44.407924921942815,62,0,No Failure
428,H29262,M,299.505221062811,307.20277290097204,1418,39.92939639033283,202,0,No Failure
429,L14432,L,297.52831284734447,309.49107439598714,1384,39.206632472603744,14,0,No Failure
430,M74291,H,297.23712087099034,307.4049337641044,1268,46.26183548330388,108,0,No Failure
431,L69399,H,297.89724005359767,308.0745755384562,1516,42.76884231407716,115,0,No Failure
432,L89714,L,298.4492319134161,307.191314716292,1329,38.237878724681366,91,0,No Failure
433,L97731,M,297.162589835198,305.8736943019769,1254,42.44396657763324,137,0,No Failure
434,H10302,L,297.55936402529017,306.655947308446,1577,33.67143673915206,165,1,Heat Dissipation Failure
435,H10055,L,298.7465526557609,307.39704243895295,1296,41.23656490569808,46,0,No Failure
436,M18717,L,298.38662617154455,307.75511775460456,1535,32.502042245709085,56,0,No Failure
437,M38699,M,297.87199431577636,307.8208641111147,1286,35.07800187065909,49,0,No Failure
438,H77661,L,295.538396034906,308.0166204492218,1493,42.923198491345595,241,0,No Failure
439,M26748,M,298.14473801198716,307.41696855477346,1318,26.64877001286595,70,0,No Failure
440,M14621,L,296.6949940487364,310.1736895222526,1407,49.01255929537378,142,0,No Failure
441,H15126,H,299.62462405780883,309.57197617978545,1533,44.172463603523006,145,0,No Failure
442,H28030,L,297.68691827008223,307.9473360992137,1612,30.807334387551307,81,0,No Failure
443,H94717,L,296.65565191566617,308.53138741961146,1353,51.99249303346615,115,0,No Failure
444,H48638,H,298.0576850891799,307.59186763782054,1234,53.37051946243009,104,0,No Failure
445,L98869,M,300.05604937763826,303.8847720619223,1278,39.097541705051306,87,0,No Failure
446,H44674,M,299.09622377371693,308.180739519389,1266,35.367554676498784,1,0,No Failure
447,H56271,L,298.47987572590887,308.6084215418768,1542,48.43151787101432,103,1,Power Failure
448,L48518,H,296.1608574114297,305.73100736293964,1612,38.2810493127987,83,0,No Failure
449,L20267,M,300.58240014964946,308.89911660379187,1233,40.80519753906427,225,0,No Failure
450,M11062,L,297.21755923894614,307.72913498308276,1296,46.08644866961384,42,0,No Failure
451,L60448,H,299.55067586930846,308.65690058095197,1368,39.232442681034016,153,0,No Failure
452,H16229,M,297.66195568247286,307.77440202894485,1368,38.79472874841666,70,1,Heat Dissipation Failure
453,M57915,M,299.4062618087248,310.02643171134025,1350,33.63802511397391,165,0,No Failure
454,L13596,H,300.1103111438129,308.4893432308761,1270,36.84728452130992,93,0,No Failure
455,L17561,H,299.1222059048613,309.653624688008,1202,38.69615076871966,41,0,No Failure
456,H92152,H,299.2837824396399,309.7770892132624,1513,33.807184054826664,132,0,No Failure
457,L36734,H,298.00234152076655,306.47066641086735,1231,34.26032090895311,138,0,No Failure
458,H36069,L,297.49905078689073,307.04147469496826,1486,40.16800658321995,64,0,No Failure
459,M22910,H,298.35744803467867,308.82741602408936,1281,30.7514792716402,33,0,No Failure
460,L33275,M,297.64012824134613,307.60169407436274,1242,35.60418492189334,119,0,No Failure
461,H91449,M,301.8508055662187,307.7920898461155,1590,49.72296996798511,0,0,No Failure
462,L70004,L,296.66146257026423,310.0798472332559,1304,38.27265676429964,210,0,No Failure
463,M94659,M,299.6531278248856,307.68445043271186,1200,37.646382958980745,129,0,No Failure
464,M58447,M,298.9257952518085,306.6966059776271,1260,38.2502708274258,212,0,No Failure
465,M85703,H,298.4948083121859,306.89929999754656,1469,38.32923809272834,147,0,No Failure
466,H27260,M,300.3698291498707,311.423534751789,1379,42.874344349191915,60,0,No Failure
467,M13812,L,298.59756617890173,307.88267077942214,1423,42.524330765889005,214,0,No Failure
468,L68656,H,297.1976396203863,306.1036283671731,1205,38.0462079346774,148,0,No Failure
469,L37285,H,298.58759556588006,305.4958121070251,1302,38.930812884310285,87,0,No Failure
470,L11605,L,297.87523259664215,307.2130450359888,1209,46.5638655899503,67,0,No Failure
471,H82303,H,298.90492700322494,307.8552168208589,1270,32.44847622764875,126,0,No Failure
472,M66138,H,299.36961044744424,309.57376055964147,1289,39.71208991725639,139,1,Heat Dissipation Failure
473,M86125,L,296.86136808645387,309.4285177496926,1425,40.676232701756156,21,0,No Failure
474,H95655,H,299.9430041770042,308.14048036839074,1357,36.11658569950443,147,0,No Failure
475,H23046,L,297.7676502326973,307.4687471207606,1427,39.424316982543516,81,0,No Failure
476,H34818,L,298.81542088402324,308.6594027801325,1604,35.44161769599058,128,0,No Failure
477,H14324,M,299.075545255481,305.5268808857954,1325,43.18584535350752,29,0,No Failure
478,H26389,M,298.70108303594594,311.1216213408938,1643,33.308966722478104,125,0,No Failure
479,M51427,H,297.9863372235211,309.1311583937849,1408,45.311668312100295,96,0,No Failure
480,H97886,H,297.417103627011,309.45048532959237,1296,39.633474214552216,23,0,No Failure
481,M10117,L,297.74650823904494,306.53876992718506,1273,37.759830702831444,13,0,No Failure
482,L94471,H,300.4977578987933,310.0739729619449,1314,34.97651450172863,35,0,No Failure
483,M23234,L,296.8512003443064,307.45997425846053,1390,45.15328897993732,196,0,No Failure
484,M63441,L,297.0711349930555,306.7211628157721,1694,36.740689329830204,202,0,No Failure
485,H20954,H,297.0052767652844,308.09124144409066,1369,34.163757202527584,23,0,No Failure
486,M56514,L,298.35363081987646,308.0561673710174,1506,45.25731659504059,187,0,No Failure
487,L16469,M,295.86294182501825,306.532194391232,1647,35.478470932526704,94,0,No Failure
488,M52101,H,296.1196602157984,306.80759396968796,1403,39.527588429277564,54,0,No Failure
489,H68067,M,297.7585677505611,306.69015233700793,1255,44.09401887868631,204,0,No Failure
490,L55587,H,296.2183368320526,306.70442739821476,1407,40.78978801390477,207,0,No Failure
491,L77584,L,296.3405930360758,307.5678531393506,1240,48.654257729349865,23,0,No Failure
492,M88477,H,296.22959738595557,306.06652229574127,1231,35.825248158561614,204,0,No Failure
493,M11828,M,296.8800824363,307.11293825387907,1214,38.947443317001294,151,0,No Failure
494,M30618,L,299.2468697600056,309.7177018225764,1261,39.33410929866159,181,0,No Failure
495,H57362,H,299.5835619341816,309.3849641781563,1354,43.106174762869976,25,0,No Failure
496,L69383,H,301.02850133982787,306.57518113866087,1483,46.44311563919047,193,0,No Failure
497,M92180,H,300.9735427877702,309.58730737594135,1408,40.368082548143484,79,0,No Failure
498,H19865,M,299.32946906482067,305.2003410962959,1519,39.31168084819858,165,0,No Failure
499,M15287,M,299.69151651220153,311.7937164830182,1693,32.58504066085067,237,0,No Failure
500,M44387,H,298.34665313602886,310.1004697882034,1386,40.56190594898347,64,0,No Failure
501,L11342,L,298.9297972780184,307.31040213178983,1697,36.74849995001773,240,0,No Failure
502,L29216,L,301.06540457227476,308.72363984260267,1641,43.09218155299385,74,0,No Failure
503,L89767,M,298.70681930208525,306.0486210078363,1329,37.95157905390986,178,0,No Failure
504,M36614,L,299.87985786781786,308.2406641848887,1326,38.79680972814965,162,0,No Failure
505,H52078,M,296.7484725871322,307.87450545124625,1491,32.698659927082154,42,0,No Failure
506,L93524,H,297.1506419136126,306.8978549159114,1313,30.942739581187304,28,0,No Failure
507,M22219,M,298.61810439669244,307.44716377051117,1398,49.30493520091805,164,0,No Failure
508,M77444,M,298.3748975050951,307.29951878628583,1212,40.64841954782638,80,0,No Failure
509,H80792,H,297.22009871889264,306.45239492102354,1470,42.021677388153044,185,0,No Failure
510,M94555,L,301.7610663758968,306.862779131155,1288,35.43852518408623,53,0,No Failure
511,H15415,M,298.40889115587225,305.9872333610004,1414,44.377618035893065,38,0,No Failure
512,M15951,M,297.48591242172296,309.4359961483409,1643,43.4756994795218,41,0,No Failure
513,L18007,H,298.37742824104095,306.7518308803156,1477,35.98786402788595,155,0,No Failure
514,H51832,L,298.18814005391744,306.31696869264476,1646,34.70247282077307,28,0,No Failure
515,L40523,M,298.4317038218366,309.412257019724,1673,36.337361580863636,170,0,No Failure
516,M96740,H,295.75942447697344,308.704430531509,1680,39.85858675646444,130,0,No Failure
517,L29282,M,300.08792004485025,309.3567515839234,1402,40.835535015701126,243,0,No Failure
518,H10077,H,300.1732441306587,309.52412483629496,1273,40.19197004119326,137,0,No Failure
519,M30611,L,300.3554811580547,311.0561823454076,1224,46.49365054320102,186,0,No Failure
520,L24060,L,298.6381476378044,307.9159403499602,1300,36.42521574951971,233,1,Overstrain Failure
521,M94056,L,299.14372159024674,305.9635884815067,1375,34.5666900448554,141,0,No Failure
522,M53303,L,296.8506595779891,308.55655670114317,1626,40.000495109259106,203,0,No Failure
523,H39287,M,299.3993489928961,307.14649306568026,1316,31.53457592084527,174,0,No Failure
524,M49711,M,298.5276815603409,306.7137420750267,1365,43.47868749255309,41,0,No Failure
525,H83340,L,297.4593900765411,308.29988775832584,1240,40.48981632238063,93,0,No Failure
526,M81520,L,299.4471170374612,309.44862909951433,1628,38.30980979545027,159,0,No Failure
527,H28574,L,299.5051735541366,306.89600773760554,1543,38.032235633754304,31,1,Random Failures
528,L29096,M,298.24091325351236,310.0615821309976,1623,44.549978910606164,169,0,No Failure
529,L44016,L,298.8075738701926,306.66557906149575,1565,44.390739676692654,159,0,No Failure
530,H55558,L,296.60242448209965,307.7841451680118,1319,38.768140707933235,25,0,No Failure
531,M28381,L,300.0147751558215,308.7294618226713,1296,42.9588441177894,114,0,No Failure
532,L46455,H,296.8017802179476,307.56815118697386,1344,44.31685230920169,128,0,No Failure
533,H21302,L,297.09186152788124,305.4859964915922,1415,41.677631128123565,55,0,No Failure
534,H51157,H,298.2434734681458,309.5411112376832,1428,38.97267490185637,121,0,No Failure
535,M93122,H,299.8217744263277,307.21480348946596,1512,41.90583853745301,105,0,No Failure
536,M97487,L,299.82092294982345,309.2673476740905,1329,34.804566785353124,129,0,No Failure
537,H81324,H,298.14276306714225,306.2537837974585,1551,40.35552784646963,80,0,No Failure
538,L69379,L,299.3095200433807,306.50984512685534,1576,38.834368721868714,157,0,No Failure
539,M19446,M,295.61641232600664,309.443650114333,1517,38.050671881032656,119,0,No Failure
540,H61356,M,297.07102001480564,308.660762139113,1671,31.36739494068285,230,0,No Failure
541,M76656,M,297.1015743408046,307.49212143397295,1336,34.862011242937854,198,0,No Failure
542,L74484,M,300.0283193646397,308.68254739725626,1523,37.57052587937309,51,0,No Failure
543,H92870,H,299.131981244362,306.71894129668345,1536,44.47519590319378,90,0,No Failure
544,L77779,L,298.42697916385686,308.31538867623334,1472,41.42911745201994,136,0,No Failure
545,M69201,L,298.57260259574406,308.34283088508505,1316,44.69837124013951,21,0,No Failure
546,M53872,L,300.50250891404517,307.5893275922134,1505,46.21456691200065,33,0,No Failure
547,M65180,M,297.89473050024014,306.89707144161383,1567,41.646545726247474,109,0,No Failure
548,H39486,M,296.1788990371989,308.2553728673222,1293,40.70146705340149,48,0,No Failure
549,L81895,L,299.78079277659293,308.06752828504864,1367,35.13503001657395,128,0,No Failure
550,H30103,M,298.42275855580755,307.45126688162054,1641,49.933356322866544,72,0,No Failure
551,L24382,L,299.58050751724863,306.59927829472883,1402,32.91077964144905,83,0,No Failure
552,L30609,L,298.0828527889202,308.16871557400316,1540,40.59367044104248,52,1,Random Failures
553,H26478,L,296.89196571444415,307.45501645274504,1348,44.16399501772691,210,0,No Failure
554,H49666,L,298.7542325816244,306.5980135693446,1601,44.233687887656686,99,0,No Failure
555,M81315,L,298.16526260611215,308.2152947161371,1382,34.22455454780338,123,0,No Failure
556,H24153,L,298.42741342431157,310.56245820808306,1612,37.90048498566205,167,0,No Failure
557,M22999,L,300.5748557411761,307.5997585011394,1351,36.00522613941168,44,0,No Failure
558,H10814,M,296.5019462839229,310.396664811863,1273,30.097828852169897,195,0,No Failure
559,M86077,L,298.578877990714,311.3214975720951,1564,40.65163370872481,136,0,No Failure
560,H12443,L,296.92150496476194,306.7198716464335,1600,36.41192301880012,104,0,No Failure
561,M85916,M,294.2641810403199,308.1635663122984,1473,47.52741142355673,149,0,No Failure
562,M27368,M,298.07655221646667,311.30559787672445,1241,43.07587219094336,145,0,No Failure
563,L66942,M,298.1965344054997,307.9683800578864,1695,40.20700975107054,203,0,No Failure
564,H95451,L,299.0852831544261,308.2052182186481,1411,37.636502338145654,105,0,No Failure
565,L70279,H,297.8236888771241,305.64499178843766,1300,40.575580348928376,42,0,No Failure
566,L10126,H,295.916499467314,307.3525071495205,1244,38.7206309204211,166,0,No Failure
567,M37632,M,296.9163526341177,308.98338302700336,1281,40.347695544465545,200,0,No Failure
568,H65176,H,300.12543825503,311.7939239644269,1216,49.508178854159844,133,0,No Failure
569,M96066,M,296.895058106064,307.85598974979246,1272,34.67621922326161,210,0,No Failure
570,L54327,L,300.5248382945387,305.656060516623,1213,39.15679065675863,47,1,Tool Wear Failure
571,L13797,H,299.724976438857,306.04212621384,1632,43.53194200151112,125,0,No Failure
572,H23718,L,297.67332909349585,308.0963154710925,1356,37.99929579107088,238,0,No Failure
573,L86589,H,297.0563812553459,309.9158101970784,1422,47.90270920304185,6,0,No Failure
574,L46244,L,299.72186945369583,309.1060305243131,1331,43.39229576505919,207,1,Overstrain Failure
575,M11645,H,297.78863313235956,308.84038379526515,1537,36.40554792415188,196,0,No Failure
576,M29256,L,295.83152479045003,310.1137165803764,1603,41.02034351137491,15,1,Heat Dissipation Failure
577,L63173,L,298.99347493093484,307.06965636872155,1575,36.476956329061,128,0,No Failure
578,H49282,H,298.7758951717873,308.1786420799363,1575,36.01670842822953,114,0,No Failure
579,H78244,L,299.85655930407216,307.3694268196964,1246,39.2990101014521,36,0,No Failure
580,H66264,L,298.67439249904044,307.74281639682187,1306,46.31880580950891,230,0,No Failure
581,L67545,L,297.3262795344314,306.6405959685118,1307,43.727225198923584,210,0,No Failure
582,L23224,H,300.05451825940315,307.6340358928493,1464,39.88711196751372,245,0,No Failure
583,H35150,H,300.2004856490182,308.1084266506319,1404,43.905930974011966,164,0,No Failure
584,L83509,L,298.4998089459778,307.59279275020765,1278,41.34309355207914,124,0,No Failure
585,M18070,L,298.24048287179943,307.9084077454793,1354,34.15053487187356,80,0,No Failure
586,M18666,H,296.1650934653423,308.7575608151558,1470,39.27431190405845,191,0,No Failure
587,M46368,H,297.2387104864803,310.0080436535966,1675,39.63420202009267,217,0,No Failure
588,H51914,L,299.291154462939,310.1167338021689,1684,43.80845168462981,213,0,No Failure
589,H89026,L,297.3140795494559,309.29213265109547,1446,37.16764749698952,61,0,No Failure
590,M77526,L,295.96474319591,306.2600277823425,1218,35.43667712169615,71,0,No Failure
591,M29956,M,303.3938166844001,307.6093850216452,1545,39.77226521606597,188,0,No Failure
592,L47148,H,295.95489106235993,307.73857245393106,1635,36.77287748002723,124,0,No Failure
593,H14757,M,301.53512709465116,307.16427525381715,1225,38.38245390208182,160,0,No Failure
594,M20395,H,297.68886483310257,308.6635267685444,1416,39.59560213554437,65,0,No Failure
595,M37696,H,298.0231555012843,305.7585072600778,1353,38.084779181377726,29,0,No Failure
596,H80480,H,297.1415825917186,310.69034970429243,1353,44.815913714264084,238,0,No Failure
597,L59840,H,299.3242557471068,309.94283100728256,1373,47.071475530022106,19,0,No Failure
598,M34917,H,295.99033868033484,308.8673033928526,1291,44.314553714791074,187,0,No Failure
599,H85452,H,295.3895064456487,308.0568360051197,1632,31.14401417422568,81,0,No Failure
600,L30806,H,300.56525729406786,309.9932589426088,1537,36.79013168849083,106,0,No Failure
601,L11759,M,296.9440414017895,309.1841074051704,1679,39.106739404839026,248,0,No Failure
602,L51949,L,299.2691321793095,309.8099566763271,1380,30.76863370324962,201,0,No Failure
603,H12482,L,296.52181588465567,308.0614218766102,1330,35.620541414253594,151,0,No Failure
604,H43719,M,299.21263156434185,310.83396962879624,1649,39.04285015383725,247,0,No Failure
605,H12079,M,300.6753197481677,309.90033181353476,1680,37.75512959435469,131,0,No Failure
606,M69676,M,297.3593179218773,308.91430444315387,1497,40.04325088654459,36,0,No Failure
607,L96444,M,295.249838339821,310.0339593806467,1474,33.09585819361523,131,0,No Failure
608,L82847,H,300.68319086996485,307.521257087249,1472,37.69858824641582,76,1,Tool Wear Failure
609,H28449,L,299.53936648228733,306.39874946097945,1691,40.7595487536329,88,0,No Failure
610,L74077,H,297.439643149343,308.6323257695712,1616,40.05100735712435,204,0,No Failure
611,H58302,L,297.823071920097,308.06436433127976,1275,42.234467888239415,145,0,No Failure
612,M38865,L,296.4840217056254,307.85342398658355,1376,41.942871809987665,87,0,No Failure
613,M48000,M,300.28038539866293,309.9744680590241,1383,37.964465156229174,193,0,No Failure
614,M21485,H,297.347926588284,308.4007088198159,1518,40.60059441537561,175,0,No Failure
615,M35522,M,296.02193719367875,308.5453536103032,1330,36.000034526524814,32,1,Overstrain Failure
616,H75155,H,298.4704688222687,307.6594211618688,1562,38.64885840486356,57,0,No Failure
617,L62487,L,296.85997995763216,309.47168470891927,1248,34.72191264025147,210,0,No Failure
618,L22342,M,296.6049781362053,309.20281367196185,1254,45.32712216138129,200,0,No Failure
619,H58770,M,297.50485119435706,309.4604895153414,1353,38.63252849734634,27,0,No Failure
620,M85629,L,298.2795329732505,307.4041040500457,1554,45.31971723114032,34,0,No Failure
621,M62603,L,296.0783353661279,310.10613269007047,1399,41.55748034344223,248,0,No Failure
622,L91974,L,300.22772338781846,310.9081526356495,1507,35.57168869171885,230,0,No Failure
623,M95382,M,299.1657395680987,309.413057595987,1555,41.2555329950076,124,0,No Failure
624,L86534,H,297.6019555138409,306.9360675691335,1572,44.048591325439226,137,0,No Failure
625,H40678,M,296.7949847705545,306.9466965736457,1317,39.612096041987435,64,0,No Failure
626,H73230,H,298.016161820625,307.58693456661035,1462,40.370146761706195,41,0,No Failure
627,L84055,M,299.49915256113354,307.30343417897217,1245,37.24271345822461,84,0,No Failure
